334,161.19,0.92,0.61,0.08,9999,9999,-1.00,-1.00,149048
335,161.49,0.96,0.61,0.08,9999,9999,-1.00,-1.00,149555
336,161.80,1.00,0.61,0.08,9999,9999,-1.00,-1.00,150062
337,165.57,1.62,0.62,0.09,165.64,1.78,337765984,-843977600,150488
338,165.88,1.66,0.62,0.09,9999,9999,-1.00,-1.00,150989
339,166.19,1.71,0.62,0.09,9999,9999,-1.00,-1.00,151496
340,166.50,1.75,0.62,0.09,9999,9999,-1.00,-1.00,152003
341,167.69,1.85,0.62,0.09,167.78,1.78,337766176,-843977600,152237
342,168.01,1.89,0.62,0.09,9999,9999,-1.00,-1.00,152738
343,168.32,1.93,0.62,0.09,9999,9999,-1.00,-1.00,153245
344,169.64,1.72,0.66,0.07,170.27,1.18,337766400,-843977664,153487
345,169.97,1.76,0.66,0.07,9999,9999,-1.00,-1.00,153988
346,170.30,1.79,0.66,0.07,9999,9999,-1.00,-1.00,154496
347,170.64,1.83,0.66,0.07,9999,9999,-1.00,-1.00,155003
348,172.32,1.87,0.69,0.06,172.77,1.78,337766624,-843977600,155486
349,172.67,1.90,0.69,0.06,9999,9999,-1.00,-1.00,155987
350,173.02,1.93,0.69,0.06,9999,9999,-1.00,-1.00,156495
351,173.37,1.96,0.69,0.06,9999,9999,-1.00,-1.00,157003
352,173.72,1.99,0.69,0.06,9999,9999,-1.00,-1.00,157510
353,174.06,2.02,0.69,0.06,9999,9999,-1.00,-1.00,158017
354,174.41,2.05,0.69,0.06,9999,9999,-1.00,-1.00,158524
355,177.12,2.03,0.73,0.04,177.40,1.78,337767040,-843977600,158736
356,177.48,2.05,0.73,0.04,9999,9999,-1.00,-1.00,159237
357,177.85,2.07,0.73,0.04,9999,9999,-1.00,-1.00,159744
358,178.22,2.09,0.73,0.04,9999,9999,-1.00,-1.00,160251
359,178.58,2.12,0.73,0.04,9999,9999,-1.00,-1.00,160759
360,178.95,2.14,0.73,0.04,9999,9999,-1.00,-1.00,161266
361,179.32,2.16,0.73,0.04,9999,9999,-1.00,-1.00,161773
362,179.68,2.18,0.73,0.04,9999,9999,-1.00,-1.00,162280
363,182.13,2.64,0.71,0.06,182.03,2.96,337767456,-843977472,162485
364,182.48,2.67,0.71,0.06,9999,9999,-1.00,-1.00,162987
